sku,image,color,origin,size,description,color1,color2,color3,error
10000,,,,,,,,,no-image
10001,,,,,,,,,no-image
10002,https://drive.google.com/uc?export=view&id=1JrGeVxJI15MDNOai82tpr0PARlxMFR9T,#ffffff;#a57b5a;#a5845a,,,Color: #ffffff;#a57b5a;#a5845a,#ffffff,#a57b5a,#a5845a,
10003,https://drive.google.com/uc?export=view&id=1kG0uUvnTVTNH8uwQh6PQoBiYrS54kEBm,#ffffff;#9c7b6b;#947b63,,,Color: #ffffff;#9c7b6b;#947b63,#ffffff,#9c7b6b,#947b63,
10004,https://drive.google.com/uc?export=view&id=14hzo9QzqE5-JmcBJEGresLx-9RBC1Hed,#ffffff;#6b524a;#634a42,,,Color: #ffffff;#6b524a;#634a42,#ffffff,#6b524a,#634a42,
10005,https://drive.google.com/uc?export=view&id=1VSx7MkDhgiTpGlBA2oNVKx6CJjoxaKkN,#ffffff;#6b523a;#7b5a42,,,Color: #ffffff;#6b523a;#7b5a42,#ffffff,#6b523a,#7b5a42,
10006,https://drive.google.com/uc?export=view&id=1rfTNtEvLvJpxFjxFfC8l_lVZ7B59ZUE-,#ffffff;#634a3a;#4a3a31,,,Color: #ffffff;#634a3a;#4a3a31,#ffffff,#634a3a,#4a3a31,
10007,https://drive.google.com/uc?export=view&id=1Lyz-P-ALWVmcq8wgfGbswXfcmVoA1Mkd,#ffffff;#947342;#8c6b3a,,,Color: #ffffff;#947342;#8c6b3a,#ffffff,#947342,#8c6b3a,
10008,,,,,,,,,no-image
10009,,,,,,,,,no-image
10010,https://drive.google.com/uc?export=view&id=1NMN4eRyuMMNnRnPvtaCT8bacwtnM3NJz,#ffffff;#84735a;#7b6b52,,,Color: #ffffff;#84735a;#7b6b52,#ffffff,#84735a,#7b6b52,
10011,https://drive.google.com/uc?export=view&id=1DiWIurHo52rJ4CxfqGMbHCwgWLxUtXvc,#846b52;#8c735a;#7b634a,,,Color: #846b52;#8c735a;#7b634a,#846b52,#8c735a,#7b634a,
10012,https://drive.google.com/uc?export=view&id=1kgEJBLf1QbYBHCH7WvLlR0Yz0Hm5Eat4,#735a4a;#6b5242;#7b6352,,,Color: #735a4a;#6b5242;#7b6352,#735a4a,#6b5242,#7b6352,
10013,https://drive.google.com/uc?export=view&id=1Jhg2qGysyuF3rrrY4q2bRy-I6406CfAF,#ffffff;#422921;#732119,,,Color: #ffffff;#422921;#732119,#ffffff,#422921,#732119,
10014,https://drive.google.com/uc?export=view&id=1fl2OPf9rknYCbY4kfk6bu9R07C99fVoi,#ffffff;#73523a;#7b5a42,,,Color: #ffffff;#73523a;#7b5a42,#ffffff,#73523a,#7b5a42,
10015,https://drive.google.com/uc?export=view&id=1giKJ6lelhVCmHH_ILFe4Y2S_pvcMXzcE,#ffffff;#6b523a;#634a31,,,Color: #ffffff;#6b523a;#634a31,#ffffff,#6b523a,#634a31,
10016,https://drive.google.com/uc?export=view&id=1nv6hca2K36sc8EtDKicj4ObObjHjNkkH,#5a2921;#633129;#522921,,,Color: #5a2921;#633129;#522921,#5a2921,#633129,#522921,
10017,https://drive.google.com/uc?export=view&id=1y0jw3Trw8Gw3xaB5v8TJnyKgu9X7GI1i,#ffffff;#b58c6b;#9c7b63,,,Color: #ffffff;#b58c6b;#9c7b63,#ffffff,#b58c6b,#9c7b63,
10018,https://drive.google.com/uc?export=view&id=1StUM0Bns5BaApeBG7ofFuwcf6rxk1acF,#846b52;#8c6b52;#8c735a,,,Color: #846b52;#8c6b52;#8c735a,#846b52,#8c6b52,#8c735a,
10019,https://drive.google.com/uc?export=view&id=146xRnWyJsSRD06tbB8f86nmZzBNibWEx,#634a3a;#732921;#5a4231,,,Color: #634a3a;#732921;#5a4231,#634a3a,#732921,#5a4231,
10020,https://drive.google.com/uc?export=view&id=1UrNMyfrbd7kV6UlciJi3CsECmk3svXMD,#9c7b63;#a5846b;#845a4a,,,Color: #9c7b63;#a5846b;#845a4a,#9c7b63,#a5846b,#845a4a,
10021,https://drive.google.com/uc?export=view&id=1n4y9bmiPgAQx76JO8Xmxc6N3jpq0cjhU,#8c6b52;#84634a;#846b52,,,Color: #8c6b52;#84634a;#846b52,#8c6b52,#84634a,#846b52,
10022,https://drive.google.com/uc?export=view&id=1VqVzOD6Yc1YdK4IISFxHE5LK4jlsYlVK,#ffffff;#6b5242;#735a4a,,,Color: #ffffff;#6b5242;#735a4a,#ffffff,#6b5242,#735a4a,
10023,https://drive.google.com/uc?export=view&id=12KU8N36bxCEpBuUB1KD0IUE_KC-ObpPm,#ffffff;#947b63;#8c735a,,,Color: #ffffff;#947b63;#8c735a,#ffffff,#947b63,#8c735a,
10024,https://drive.google.com/uc?export=view&id=1Bbe8B0MOU6wpdZsrk0xgtjQe7ePrvoTy,#94735a;#8c735a;#8c6b52,,,Color: #94735a;#8c735a;#8c6b52,#94735a,#8c735a,#8c6b52,
10025,https://drive.google.com/uc?export=view&id=1Hwpvkp7yhGaBl4bUgdYm-rTS86HfUjT-,#ffffff;#846b52;#9c846b,,,Color: #ffffff;#846b52;#9c846b,#ffffff,#846b52,#9c846b,
10026,https://drive.google.com/uc?export=view&id=1j9qxX46jpMi_hQN7Yiy8bSIgmWg3xHiT,#5a4231;#634231;#634a3a,,,Color: #5a4231;#634231;#634a3a,#5a4231,#634231,#634a3a,
10027,https://drive.google.com/uc?export=view&id=1lc-IdyXUEiNyGgq5aoU0M5hFcrHZ_qmi,#8c735a;#8c6b5a;#947b63,,,Color: #8c735a;#8c6b5a;#947b63,#8c735a,#8c6b5a,#947b63,
10028,https://drive.google.com/uc?export=view&id=1gvpdIb9U694fUMDZ53EGYfkfs-pbpfAx,#ffffff;#634a3a;#5a4a3a,,,Color: #ffffff;#634a3a;#5a4a3a,#ffffff,#634a3a,#5a4a3a,
10029,https://drive.google.com/uc?export=view&id=1RQ4ImVfG-IU4ZLSDqnr3vAujOhQ8qR9p,#ffffff;#7b634a;#6b5a42,,,Color: #ffffff;#7b634a;#6b5a42,#ffffff,#7b634a,#6b5a42,
10030,https://drive.google.com/uc?export=view&id=1zkRL0oLV4Fayg-2mRVRVY9RHZRsMkTZE,#6b5242;#634a42;#8c7b63,,,Color: #6b5242;#634a42;#8c7b63,#6b5242,#634a42,#8c7b63,
10031,https://drive.google.com/uc?export=view&id=1WcpSccp_MV2MJKHrVVoyQUm3jnwICihk,#ffffff;#52423a;#5a4a42,,,Color: #ffffff;#52423a;#5a4a42,#ffffff,#52423a,#5a4a42,
10032,https://drive.google.com/uc?export=view&id=15Rt6Xm48V6pC9oWHbjwKgWE8IWG_mZCx,#ffffff;#5a0810;#522121,,,Color: #ffffff;#5a0810;#522121,#ffffff,#5a0810,#522121,
10033,https://drive.google.com/uc?export=view&id=1OLkr8PkIpcXNnRT9Sqm0I3lrGgvw_cpP,#ffffff;#94735a;#8c6b52,,,Color: #ffffff;#94735a;#8c6b52,#ffffff,#94735a,#8c6b52,
10034,https://drive.google.com/uc?export=view&id=1fZ2FXVNY5orxNIHk-NOyyuU_NuupC4vm,#ffffff;#9c847b;#947b73,,,Color: #ffffff;#9c847b;#947b73,#ffffff,#9c847b,#947b73,
10035,https://drive.google.com/uc?export=view&id=1Rb397NfdhCrnC24q4IuScINgpk6oReon,#ffffff;#735242;#5a4231,,,Color: #ffffff;#735242;#5a4231,#ffffff,#735242,#5a4231,
10036,https://drive.google.com/uc?export=view&id=1sqduI95iLypbBi0EzDuMi5R6bFui1hcx,#846342;#8c6b4a;#846b4a,,,Color: #846342;#8c6b4a;#846b4a,#846342,#8c6b4a,#846b4a,
10037,https://drive.google.com/uc?export=view&id=1zkp4fPk_VtjU6OQh7g7h72Ih7lVkjcca,#8c7b63;#94846b;#847363,,,Color: #8c7b63;#94846b;#847363,#8c7b63,#94846b,#847363,
10038,https://drive.google.com/uc?export=view&id=1-IUNNKhnbJCfh8tP2_huwF28-2CRZYCY,#ffffff;#635a4a;#736352,,,Color: #ffffff;#635a4a;#736352,#ffffff,#635a4a,#736352,
10039,,,,,,,,,no-image
10040,,,,,,,,,no-image
10041,https://drive.google.com/uc?export=view&id=1ac5p_ijHsn9yiNbgieNzMRf1v1578ZXN,#ffffff;#735a4a;#6b5242,,,Color: #ffffff;#735a4a;#6b5242,#ffffff,#735a4a,#6b5242,
10042,https://drive.google.com/uc?export=view&id=1XUxJhZMzFQDh51Q2TKhxXiCU5LtX0sdh,#ffffff;#736352;#52423a,,,Color: #ffffff;#736352;#52423a,#ffffff,#736352,#52423a,
10043,https://drive.google.com/uc?export=view&id=17nqsb51Xs8rUMIqRv6qtrQ_3cOXr6zqD,#ffffff;#7b6b5a;#736352,,,Color: #ffffff;#7b6b5a;#736352,#ffffff,#7b6b5a,#736352,
10044,https://drive.google.com/uc?export=view&id=1JjKU539ZBxhmMo-DU4lKy88NZ0SvSSMG,#524242;#4a4242;#7b5a4a,,,Color: #524242;#4a4242;#7b5a4a,#524242,#4a4242,#7b5a4a,
10045,,,,,,,,,no-image
10046,https://drive.google.com/uc?export=view&id=1GI9hH4kP4UqVukJi9I7YmcN0NnH0_vO7,#ffffff;#84634a;#a58463,,,Color: #ffffff;#84634a;#a58463,#ffffff,#84634a,#a58463,
10047,https://drive.google.com/uc?export=view&id=1wbL4XmHczribT9IoH1d6g_peAkCRSpAM,#ffffff;#735a3a;#634a31,,,Color: #ffffff;#735a3a;#634a31,#ffffff,#735a3a,#634a31,
10048,https://drive.google.com/uc?export=view&id=1Lfy64rLSHP241K7pY6yMp7Bd-I1iR2u2,#8c7b63;#7b6b5a;#846b5a,,,Color: #8c7b63;#7b6b5a;#846b5a,#8c7b63,#7b6b5a,#846b5a,
10049,https://drive.google.com/uc?export=view&id=1COKxVyK0zN9vZaeb_zMJYDgijlIjOqRO,#ffffff;#5a4a3a;#735a42,,,Color: #ffffff;#5a4a3a;#735a42,#ffffff,#5a4a3a,#735a42,
10050,,,,,,,,,no-image
10051,https://drive.google.com/uc?export=view&id=1Im4NVYziXGQZopt40yy_0_CcYoUdw_tE,#5a4a42;#8c6b52;#634a42,,,Color: #5a4a42;#8c6b52;#634a42,#5a4a42,#8c6b52,#634a42,
10052,https://drive.google.com/uc?export=view&id=1CVSj6rD2tKUgzPrc3wftTUAAFuvXKU5H,#ffffff;#6b5a4a;#5a4a42,,,Color: #ffffff;#6b5a4a;#5a4a42,#ffffff,#6b5a4a,#5a4a42,
10053,https://drive.google.com/uc?export=view&id=1nt8L1wpbVTFVmBLRb3jo2K6MPvOMhg2I,#ffffff;#6b4a3a;#735242,,,Color: #ffffff;#6b4a3a;#735242,#ffffff,#6b4a3a,#735242,
10054,,,,,,,,,no-image
10055,https://drive.google.com/uc?export=view&id=1_oL9Jzfx1X1zXTjRERYpazexbKYtG9VE,#ffffff;#7b5a4a;#7b5242,,,Color: #ffffff;#7b5a4a;#7b5242,#ffffff,#7b5a4a,#7b5242,
10056,https://drive.google.com/uc?export=view&id=1RkWGycQwC1oL7gAwLcWihtHHL3eNTdhe,#ffffff;#735a52;#6b524a,,,Color: #ffffff;#735a52;#6b524a,#ffffff,#735a52,#6b524a,
10057,,,,,,,,,no-image
10058,,,,,,,,,no-image
10059,https://drive.google.com/uc?export=view&id=1zGsekGWY1Dr6gWbS3LOt7PkF2Nk5p3ip,#ffffff;#8c7b63;#7b735a,,,Color: #ffffff;#8c7b63;#7b735a,#ffffff,#8c7b63,#7b735a,
10060,https://drive.google.com/uc?export=view&id=1arAER0pWrYrbrVz1o2SQ1usUFi6P8LdY,#ffffff;#735a4a;#7b6352,,,Color: #ffffff;#735a4a;#7b6352,#ffffff,#735a4a,#7b6352,
10061,https://drive.google.com/uc?export=view&id=11t-zAUUMxdadyHeJIGLBMby8Q7zGbf5G,#ffffff;#5a5242;#635242,,,Color: #ffffff;#5a5242;#635242,#ffffff,#5a5242,#635242,
10062,https://drive.google.com/uc?export=view&id=1SoIRuEHQKJ4jsq6AaWUNDYuAAgnyewpS,#ffffff;#ad9473;#a58c6b,,,Color: #ffffff;#ad9473;#a58c6b,#ffffff,#ad9473,#a58c6b,
10063,,,,,,,,,no-image
10064,,,,,,,,,no-image
10065,https://drive.google.com/uc?export=view&id=15SOH2GvxqHIkAILYdbPD6BfZcrQx5kUK,#ffffff;#9c8473;#94735a,,,Color: #ffffff;#9c8473;#94735a,#ffffff,#9c8473,#94735a,
10066,https://drive.google.com/uc?export=view&id=1YHMmWLLFV89Ke6ljgbtYPJOK4NsFwB6n,#ffffff;#ad947b;#a58c73,,,Color: #ffffff;#ad947b;#a58c73,#ffffff,#ad947b,#a58c73,
10067,https://drive.google.com/uc?export=view&id=1sO0MKkP3VaURCAkQ4nKvBAfKeAriJa6W,#ffffff;#6b523a;#735a42,,,Color: #ffffff;#6b523a;#735a42,#ffffff,#6b523a,#735a42,
10068,https://drive.google.com/uc?export=view&id=1O5cw_YFYmOdYtWGQvCqTin1wTs4Q6PIo,#ffffff;#846b52;#73634a,,,Color: #ffffff;#846b52;#73634a,#ffffff,#846b52,#73634a,
10069,https://drive.google.com/uc?export=view&id=15j65GXn3nzgeUiTZ1JaTm82m3eMGDXm9,#ffffff;#6b5a4a;#736352,,,Color: #ffffff;#6b5a4a;#736352,#ffffff,#6b5a4a,#736352,
10070,https://drive.google.com/uc?export=view&id=1Ej8cRV3BYzYmCWF13wica-rVZx_LBxEq,#ffffff;#9c6b52;#946b52,,,Color: #ffffff;#9c6b52;#946b52,#ffffff,#9c6b52,#946b52,
10071,https://drive.google.com/uc?export=view&id=1ze0vzbGeQqV2fH61aFNiEopAs4cf8PFb,#ffffff;#633121;#633a29,,,Color: #ffffff;#633121;#633a29,#ffffff,#633121,#633a29,
10072,https://drive.google.com/uc?export=view&id=1LVPNMHHVsPnXgo22cMMFXV5--S3Exgdh,#ffffff;#947b6b;#846b5a,,,Color: #ffffff;#947b6b;#846b5a,#ffffff,#947b6b,#846b5a,
10073,https://drive.google.com/uc?export=view&id=1W-yR8N5CuUe2UbE2ecBc6bPjxraLSWFL,#ffffff;#846b52;#8c735a,,,Color: #ffffff;#846b52;#8c735a,#ffffff,#846b52,#8c735a,
10074,https://drive.google.com/uc?export=view&id=1U35O0Meor7kRfviJur28hAUIc7G5fRq-,#ffffff;#735a4a;#52423a,,,Color: #ffffff;#735a4a;#52423a,#ffffff,#735a4a,#52423a,
10075,,,,,,,,,no-image
10076,https://drive.google.com/uc?export=view&id=1ghHcWPkKBrvMiMPijfVGd5wKm_rLjPSP,#ffffff;#7b634a;#735a42,,,Color: #ffffff;#7b634a;#735a42,#ffffff,#7b634a,#735a42,
10077,https://drive.google.com/uc?export=view&id=1OGqtcKGr5dqmapQnL2-xxaHJg_bvS3yU,#ffffff;#94735a;#9c7b63,,,Color: #ffffff;#94735a;#9c7b63,#ffffff,#94735a,#9c7b63,
10078,https://drive.google.com/uc?export=view&id=1p7Sk5Bj9DKPtLyfJfvLm-UxO1Faq6tbP,#ffffff;#84735a;#8c735a,,,Color: #ffffff;#84735a;#8c735a,#ffffff,#84735a,#8c735a,
10079,,,,,,,,,no-image
10080,https://drive.google.com/uc?export=view&id=1zvZQYsYlUGq_s-W_oNdYgLvRCM2hvg3K,#000000;#8c7b6b;#9c8c7b,,,Color: #000000;#8c7b6b;#9c8c7b,#000000,#8c7b6b,#9c8c7b,
10081,https://drive.google.com/uc?export=view&id=1zFdKIL-_4oWH_HCBSFef8Nh1H_3I3xVj,#ffffff;#5a4a31;#634a31,,,Color: #ffffff;#5a4a31;#634a31,#ffffff,#5a4a31,#634a31,
10082,https://drive.google.com/uc?export=view&id=1eIYS-Gji9RmThnNfctru41TDDaemU7cp,#000000;#7b634a;#735a42,,,Color: #000000;#7b634a;#735a42,#000000,#7b634a,#735a42,
10083,https://drive.google.com/uc?export=view&id=1ixEL8Zq0viOEqABFgqm5NroGaDbb0d0c,#ffffff;#947352;#84634a,,,Color: #ffffff;#947352;#84634a,#ffffff,#947352,#84634a,
10084,,,,,,,,,no-image
10085,https://drive.google.com/uc?export=view&id=1wW5Fiziq7YhpwM1zaLreeQiu9ILZEERI,#ffffff;#8c6b52;#7b634a,,,Color: #ffffff;#8c6b52;#7b634a,#ffffff,#8c6b52,#7b634a,
10086,,,,,,,,,no-image
10087,https://drive.google.com/uc?export=view&id=1Wk2mhMjb-GLboUGjJgzML52IhOprUyAr,#ffffff;#73523a;#6b4a31,,,Color: #ffffff;#73523a;#6b4a31,#ffffff,#73523a,#6b4a31,
10088,,,,,,,,,no-image
10089,https://drive.google.com/uc?export=view&id=1yUHbS1rbkUVCjYDYENJDEPaHxclZhiZ9,#ffffff;#524231;#634a3a,,,Color: #ffffff;#524231;#634a3a,#ffffff,#524231,#634a3a,
10090,https://drive.google.com/uc?export=view&id=1DPmHZgdumaFe0uLcyYa31F7ebhGZq9hc,#8c7b6b;#948473;#947b6b,,,Color: #8c7b6b;#948473;#947b6b,#8c7b6b,#948473,#947b6b,
10091,https://drive.google.com/uc?export=view&id=1SQEqVxKCkExkTOuTBbsq149NNPsyItzD,#ffffff;#101021;#081021,,,Color: #ffffff;#101021;#081021,#ffffff,#101021,#081021,
10092,,,,,,,,,no-image
10093,https://drive.google.com/uc?export=view&id=1nSx2juO4JPWYorLSz0znaDmeS49Dw3Q_,#7b5a4a;#7b6352;#735242,,,Color: #7b5a4a;#7b6352;#735242,#7b5a4a,#7b6352,#735242,
10094,https://drive.google.com/uc?export=view&id=1KEgSPL9TtHDA8rDEZs2b3U1LcuAxmtL2,#ffffff;#84634a;#7b634a,,,Color: #ffffff;#84634a;#7b634a,#ffffff,#84634a,#7b634a,
10095,https://drive.google.com/uc?export=view&id=1IW1DjCHAgZaN-4qu_7iUTX8RIvY5zKUA,#7b523a;#8c6b4a;#7b5a42,,,Color: #7b523a;#8c6b4a;#7b5a42,#7b523a,#8c6b4a,#7b5a42,
10096,https://drive.google.com/uc?export=view&id=1G4HdgvzhaNVgRaDy7eeVIfE5dJ_SVT9i,#ffffff;#735a4a;#7b6352,,,Color: #ffffff;#735a4a;#7b6352,#ffffff,#735a4a,#7b6352,
10097,https://drive.google.com/uc?export=view&id=1lYc02RdRsMYsbBQjsagnXzbiVnJRMRW2,#ffffff;#946b52;#8c5a42,,,Color: #ffffff;#946b52;#8c5a42,#ffffff,#946b52,#8c5a42,
10098,https://drive.google.com/uc?export=view&id=1v6W7RU1qvSf-eCZ0NNS9K0gfp8BUgptT,#ffffff;#635242;#7b6b5a,,,Color: #ffffff;#635242;#7b6b5a,#ffffff,#635242,#7b6b5a,
10099,https://drive.google.com/uc?export=view&id=1VW-FmRzl_pdHMIojnZ3VoMmFVQ9k7Rep,#ffffff;#846352;#7b6352,,,Color: #ffffff;#846352;#7b6352,#ffffff,#846352,#7b6352,
10100,https://drive.google.com/uc?export=view&id=1BSsgFiwAWjyQWbHMOlIo7iJm27W84sKu,#634a3a;#6b5242;#635242,,,Color: #634a3a;#6b5242;#635242,#634a3a,#6b5242,#635242,
10101,https://drive.google.com/uc?export=view&id=18Jz1tDB3BU5hluur-Hif6K5l_KICv40y,#ffffff;#736352;#84735a,,,Color: #ffffff;#736352;#84735a,#ffffff,#736352,#84735a,
10102,https://drive.google.com/uc?export=view&id=1g78GF5bUrJ3eW2INxmz3a0hf697ScbGi,#ffffff;#522929;#4a3131,,,Color: #ffffff;#522929;#4a3131,#ffffff,#522929,#4a3131,
10103,https://drive.google.com/uc?export=view&id=1DlWAsidIiY33kUWpRMUuAeYrvu9x4yff,#8c5242;#845242;#844a3a,,,Color: #8c5242;#845242;#844a3a,#8c5242,#845242,#844a3a,
10104,https://drive.google.com/uc?export=view&id=1jrDHaUtovBIijcIf5gN7c7dHNs5Owsb1,#ffffff;#7b6352;#846b5a,,,Color: #ffffff;#7b6352;#846b5a,#ffffff,#7b6352,#846b5a,
10105,https://drive.google.com/uc?export=view&id=1O8QOqDxR_sXSFsh-rgqknhwrrvfPo1nu,#ffffff;#735242;#84634a,,,Color: #ffffff;#735242;#84634a,#ffffff,#735242,#84634a,
10106,https://drive.google.com/uc?export=view&id=102iwe4Tin7HsHzGT18Lbn04m0VihUIb8,#ffffff;#946b52;#94735a,,,Color: #ffffff;#946b52;#94735a,#ffffff,#946b52,#94735a,
10107,https://drive.google.com/uc?export=view&id=1imvYttdYZvEM0QbLomGckmJ4YyNWEaTc,#846b52;#84634a;#8c6b52,,,Color: #846b52;#84634a;#8c6b52,#846b52,#84634a,#8c6b52,
10108,https://drive.google.com/uc?export=view&id=1lSDcIC_t4FpmJBWM_RbdN0S1yp-TdU-O,#ffffff;#94735a;#8c6b52,,,Color: #ffffff;#94735a;#8c6b52,#ffffff,#94735a,#8c6b52,
10109,https://drive.google.com/uc?export=view&id=19LW7Rfzv-a9ZMljm_6AthkoyBfzoq1hP,#ffffff;#5a423a;#7b5a4a,,,Color: #ffffff;#5a423a;#7b5a4a,#ffffff,#5a423a,#7b5a4a,
10110,https://drive.google.com/uc?export=view&id=1yacRCNdgDoTAYvU16lH3C229OMkConmp,#ffffff;#6b523a;#63523a,,,Color: #ffffff;#6b523a;#63523a,#ffffff,#6b523a,#63523a,
10111,https://drive.google.com/uc?export=view&id=1OWRI2Oy7ZLadPy2q8-Z3yI8stkIKqva2,#ffffff;#7b634a;#5a4231,,,Color: #ffffff;#7b634a;#5a4231,#ffffff,#7b634a,#5a4231,
10112,https://drive.google.com/uc?export=view&id=14QsUhlwYgkWhq3Z369QuAGaZbMOqZOHz,#ffffff;#522121;#5a2929,,,Color: #ffffff;#522121;#5a2929,#ffffff,#522121,#5a2929,
10113,https://drive.google.com/uc?export=view&id=1RigeS1PM8N_XgFZpLy3uZ4qXdn8c7JEg,#ffffff;#9c7b63;#94735a,,,Color: #ffffff;#9c7b63;#94735a,#ffffff,#9c7b63,#94735a,
10114,https://drive.google.com/uc?export=view&id=1i0L0llgKvNkxF_7QN2fH0fi_vhHjijIv,#ffffff;#7b6352;#8c735a,,,Color: #ffffff;#7b6352;#8c735a,#ffffff,#7b6352,#8c735a,
