sku,image,color,origin,size,description,color1,color2,color3,error
10359,https://drive.google.com/uc?export=view&id=1NosEOG5isnhyBgWe4S5sXoNU8XnVXpnW,#ffffff;#8c6b52;#946b52,,,Color: #ffffff;#8c6b52;#946b52,#ffffff,#8c6b52,#946b52,
10360,,,,,,,,,no-image
10361,,,,,,,,,no-image
10362,,,,,,,,,no-image
10363,https://drive.google.com/uc?export=view&id=18FEHXDlSrxLw778orVlrZQtKrvIURQtg,#ffffff;#ad8c6b;#a58463,,,Color: #ffffff;#ad8c6b;#a58463,#ffffff,#ad8c6b,#a58463,
10364,https://drive.google.com/uc?export=view&id=1k6xlMUliTsQF6Ewm0_xkYsPVWrgcyAdl,#8c7b6b;#947b6b;#846b63,,,Color: #8c7b6b;#947b6b;#846b63,#8c7b6b,#947b6b,#846b63,
10365,,,,,,,,,no-image
10366,,,,,,,,,no-image
10367,https://drive.google.com/uc?export=view&id=1KmOKyxHGaTbfV7tFSCBvq2iHc6upALwr,#ffffff;#8c634a;#845a4a,,,Color: #ffffff;#8c634a;#845a4a,#ffffff,#8c634a,#845a4a,
10368,,,,,,,,,no-image
10369,https://drive.google.com/uc?export=view&id=12ihBoltt3DtWYiCiQah00UyM0U5msozC,#ffffff;#6b5a52;#7b6b5a,,,Color: #ffffff;#6b5a52;#7b6b5a,#ffffff,#6b5a52,#7b6b5a,
10370,https://drive.google.com/uc?export=view&id=1L55kYXJ5CBtlBuSUxm2Kzk5tMkxz70yN,#ffffff;#31423a;#de948c,,,Color: #ffffff;#31423a;#de948c,#ffffff,#31423a,#de948c,
10371,https://drive.google.com/uc?export=view&id=1lZXClqeSoj1kflb7m-5XjtQ_oIgsCUuF,#ffffff;#9c847b;#a58c84,,,Color: #ffffff;#9c847b;#a58c84,#ffffff,#9c847b,#a58c84,
10372,,,,,,,,,no-image
10373,https://drive.google.com/uc?export=view&id=1LzluZ5zcUACuCH9g7Ht2VNiObxQCQGk8,#8c5242;#7b6352;#846b5a,,,Color: #8c5242;#7b6352;#846b5a,#8c5242,#7b6352,#846b5a,
10374,https://drive.google.com/uc?export=view&id=19AcgjTmT6ZqVsU5GPvNoK18s83u8FfOr,#8c6b52;#a57b63;#9c735a,,,Color: #8c6b52;#a57b63;#9c735a,#8c6b52,#a57b63,#9c735a,
10375,https://drive.google.com/uc?export=view&id=1hbQ0_Sxs6NhJ6bjVLqqgiBC0BP_t3l14,#ffffff;#7b5a52;#84635a,,,Color: #ffffff;#7b5a52;#84635a,#ffffff,#7b5a52,#84635a,
10376,https://drive.google.com/uc?export=view&id=16xifs9Ap5BfvO2AnY7UKBCr25HXWpteI,#ffffff;#f7efce;#846b5a,,,Color: #ffffff;#f7efce;#846b5a,#ffffff,#f7efce,#846b5a,
10377,https://drive.google.com/uc?export=view&id=15S5mzGx27kK7rvB3vE-OX0r9VpG7m6rK,#ffffff;#847363;#b59c8c,,,Color: #ffffff;#847363;#b59c8c,#ffffff,#847363,#b59c8c,
10378,https://drive.google.com/uc?export=view&id=1Vs66PV4lSS0V0nvjql9AOHsBxnWjg-j8,#ffffff;#213a5a;#293a5a,,,Color: #ffffff;#213a5a;#293a5a,#ffffff,#213a5a,#293a5a,
10379,https://drive.google.com/uc?export=view&id=12F-u0I_l-Glid0oCoRAaBdL58gLCtxj6,#ffffff;#ad947b;#6b5252,,,Color: #ffffff;#ad947b;#6b5252,#ffffff,#ad947b,#6b5252,
10380,https://drive.google.com/uc?export=view&id=1oMIHRqIhDvvGt2Y9WTQUlofdYgGXC6WK,#ffffff;#947363;#8c6b5a,,,Color: #ffffff;#947363;#8c6b5a,#ffffff,#947363,#8c6b5a,
10381,https://drive.google.com/uc?export=view&id=13BRjVv0W6Ri3kbCPpV6Ri3q1ed1xPOf2,#6b5242;#6b634a;#735a4a,,,Color: #6b5242;#6b634a;#735a4a,#6b5242,#6b634a,#735a4a,
10382,https://drive.google.com/uc?export=view&id=1psl7RGgb_76dQ1VWxAYPO0ft1WigJX6l,#731010;#7b1019;#731019,,,Color: #731010;#7b1019;#731019,#731010,#7b1019,#731019,
10383,https://drive.google.com/uc?export=view&id=1_tEgtHirQHzlEsV0oAy0V_a3hd7YqXIQ,#6b0810;#630810;#5a1919,,,Color: #6b0810;#630810;#5a1919,#6b0810,#630810,#5a1919,
10384,https://drive.google.com/uc?export=view&id=17dPnTAtIfKxpnrzyq8wd2_F75fGnHBgI,#ffffff;#c5b5a5;#bdad9c,,,Color: #ffffff;#c5b5a5;#bdad9c,#ffffff,#c5b5a5,#bdad9c,
10385,https://drive.google.com/uc?export=view&id=10wfD-DBQRMSOWTdSB1NfARILpLRjyC1C,#ffffff;#736b6b;#6b6363,,,Color: #ffffff;#736b6b;#6b6363,#ffffff,#736b6b,#6b6363,
10386,https://drive.google.com/uc?export=view&id=1HHS2f-bA_yq4aipYhgrFI6FKQ3ey4yvC,#b57373;#bd7b7b;#b56b73,,,Color: #b57373;#bd7b7b;#b56b73,#b57373,#bd7b7b,#b56b73,
10387,,,,,,,,,no-image
10388,https://drive.google.com/uc?export=view&id=1PmOQg6BWUaFaWaEnrY79NGvC9acZgvBN,#212929;#7b6b63;#73635a,,,Color: #212929;#7b6b63;#73635a,#212929,#7b6b63,#73635a,
10389,https://drive.google.com/uc?export=view&id=13WykY-Hf_m-hH4aKSdLrAdKMKEefx55X,#8c7b73;#8c847b;#94847b,,,Color: #8c7b73;#8c847b;#94847b,#8c7b73,#8c847b,#94847b,
10390,https://drive.google.com/uc?export=view&id=1POHxxgOmXjU8mH9PRGmeYsS5eCrbmHHN,#ffffff;#ad8452;#c58c63,,,Color: #ffffff;#ad8452;#c58c63,#ffffff,#ad8452,#c58c63,
10391,https://drive.google.com/uc?export=view&id=1fTHloVmOrUJKURwsta_TCcVknsdItLXh,#ffffff;#a5948c;#948c84,,,Color: #ffffff;#a5948c;#948c84,#ffffff,#a5948c,#948c84,
10392,https://drive.google.com/uc?export=view&id=1NT0Y1VJEjGow_Hc8H8jeJRb0lVNB66VF,#ffffff;#7b7b84;#848484,,,Color: #ffffff;#7b7b84;#848484,#ffffff,#7b7b84,#848484,
10393,https://drive.google.com/uc?export=view&id=1BCcDukaN-_yftDwKsraQiOAIGWltNFvf,#ffffff;#736352;#635a4a,,,Color: #ffffff;#736352;#635a4a,#ffffff,#736352,#635a4a,
10394,https://drive.google.com/uc?export=view&id=1iJl9CSlL9XCZ1dQUN6xEggS1nf2v9cy6,#212929;#293131;#847b73,,,Color: #212929;#293131;#847b73,#212929,#293131,#847b73,
10395,,,,,,,,,no-image
10396,,,,,,,,,no-image
10397,,,,,,,,,no-image
10398,https://drive.google.com/uc?export=view&id=1c35zcjalTabBz_3c9eG5-oT8Mr1XyNvo,#ffffff;#212131;#63423a,,,Color: #ffffff;#212131;#63423a,#ffffff,#212131,#63423a,
10399,https://drive.google.com/uc?export=view&id=1zlnOchJD4m-GeY3y4OE0quWKrNkP1vWr,#ffffff;#6b5252;#735a52,,,Color: #ffffff;#6b5252;#735a52,#ffffff,#6b5252,#735a52,
10401,https://drive.google.com/uc?export=view&id=1fuyj1NF2_ckeviXTVbdSlCt-Hdb8AgcV,#ffffff;#734a3a;#84634a,,,Color: #ffffff;#734a3a;#84634a,#ffffff,#734a3a,#84634a,
10402,https://drive.google.com/uc?export=view&id=1Q8zh8dAImbC_VvILbeajvvtRR_1zoJTT,#ffffff;#8c7363;#947b6b,,,Color: #ffffff;#8c7363;#947b6b,#ffffff,#8c7363,#947b6b,
10403,https://drive.google.com/uc?export=view&id=1olcLFAH5ZynHmIATc6Lr8recNwKr377S,#ffffff;#a5846b;#9c735a,,,Color: #ffffff;#a5846b;#9c735a,#ffffff,#a5846b,#9c735a,
10404,https://drive.google.com/uc?export=view&id=1j27A4uxojgr0uw9FqKQVdkNsJM9exLN8,#ffffff;#7b6352;#846b5a,,,Color: #ffffff;#7b6352;#846b5a,#ffffff,#7b6352,#846b5a,
10405,https://drive.google.com/uc?export=view&id=1Nd4KniygAzWn3rL5qJ0LEmD63SByj_OM,#ffffff;#8c634a;#946b52,,,Color: #ffffff;#8c634a;#946b52,#ffffff,#8c634a,#946b52,
10406,https://drive.google.com/uc?export=view&id=1IISvE52Wqigy7dJ7coO2QoPecuGTVVGH,#ffffff;#9c7b63;#94735a,,,Color: #ffffff;#9c7b63;#94735a,#ffffff,#9c7b63,#94735a,
10407,https://drive.google.com/uc?export=view&id=1PFuc0npMyCBJVOXstceRVFlSaaTZiBhO,#ffffff;#8c634a;#946b52,,,Color: #ffffff;#8c634a;#946b52,#ffffff,#8c634a,#946b52,
10408,https://drive.google.com/uc?export=view&id=1UjoXu5J8DvzcBOxoHkktJAMtS9QCkllc,#ffffff;#ad8c6b;#b59473,,,Color: #ffffff;#ad8c6b;#b59473,#ffffff,#ad8c6b,#b59473,
10409,https://drive.google.com/uc?export=view&id=10ARZMMIbRGz5Mfi6e3YTKkHsXeL0Wv8p,#ffffff;#a57b63;#9c735a,,,Color: #ffffff;#a57b63;#9c735a,#ffffff,#a57b63,#9c735a,
10410,https://drive.google.com/uc?export=view&id=1xWEOKZ_UXlCJfSp88Z-as9Vv-DFXKsEx,#ffffff;#ad8c6b;#b59473,,,Color: #ffffff;#ad8c6b;#b59473,#ffffff,#ad8c6b,#b59473,
10411,https://drive.google.com/uc?export=view&id=1HdXF4TgJS3g_CEzgwbCWeU8FArR0K0b_,#ffffff;#6b3a3a;#734242,,,Color: #ffffff;#6b3a3a;#734242,#ffffff,#6b3a3a,#734242,
10412,https://drive.google.com/uc?export=view&id=1R-rYejknIqDsObZodW0LR_thbP20jvEt,#ffffff;#9c846b;#947b63,,,Color: #ffffff;#9c846b;#947b63,#ffffff,#9c846b,#947b63,
10413,https://drive.google.com/uc?export=view&id=1EABoj9KWVzZcE8Etz9UEsCVP7sMKsQ-B,#ffffff;#8c735a;#7b634a,,,Color: #ffffff;#8c735a;#7b634a,#ffffff,#8c735a,#7b634a,
10416,https://drive.google.com/uc?export=view&id=1ziP3uavup_ZImt3zkV0tZTi9UiXnA1Eg,#ffffff;#735a52;#846b63,,,Color: #ffffff;#735a52;#846b63,#ffffff,#735a52,#846b63,
10417,https://drive.google.com/uc?export=view&id=1XVI0OhMa2t-RD31KUtQdSZpcRsbSKSXb,#ffffff;#8c6352;#946b5a,,,Color: #ffffff;#8c6352;#946b5a,#ffffff,#8c6352,#946b5a,
10418,https://drive.google.com/uc?export=view&id=1b528ZESEqhRu6A6Qfjf5WT4YBcrOuvU1,#ffffff;#bd946b;#bd9473,,,Color: #ffffff;#bd946b;#bd9473,#ffffff,#bd946b,#bd9473,
10420,https://drive.google.com/uc?export=view&id=1omuDNPK2BkYi5yNgB02MJPYPDBs3E58P,#ffffff;#7b6352;#94735a,,,Color: #ffffff;#7b6352;#94735a,#ffffff,#7b6352,#94735a,
10421,https://drive.google.com/uc?export=view&id=1LZXF96xi5PosPp_1tvio-zu11vQboYMu,#ffffff;#6b5242;#735a4a,,,Color: #ffffff;#6b5242;#735a4a,#ffffff,#6b5242,#735a4a,
10422,https://drive.google.com/uc?export=view&id=18kekRxLgtOLIfSm-sM_g62ngotk4mpob,#ffffff;#847363;#8c7b6b,,,Color: #ffffff;#847363;#8c7b6b,#ffffff,#847363,#8c7b6b,
10423,https://drive.google.com/uc?export=view&id=1JDQnT2a9qMVSJGjLKeS_1GU2jV-dCSAI,#ffffff;#9c846b;#a58c73,,,Color: #ffffff;#9c846b;#a58c73,#ffffff,#9c846b,#a58c73,
10424,https://drive.google.com/uc?export=view&id=1YsRnndyboO3mbtBUwTTDC9HwxEybNFD5,#ffffff;#84634a;#6b4a3a,,,Color: #ffffff;#84634a;#6b4a3a,#ffffff,#84634a,#6b4a3a,
10425,https://drive.google.com/uc?export=view&id=1KKMQGJ5IyLyQRsR0oSp6Zqib4D1V3giG,#ffffff;#947b73;#947b6b,,,Color: #ffffff;#947b73;#947b6b,#ffffff,#947b73,#947b6b,
10427,https://drive.google.com/uc?export=view&id=17WvkbskHA1a9p2MFe_8iV-fcSXMSRET9,#ffffff;#6b423a;#633a31,,,Color: #ffffff;#6b423a;#633a31,#ffffff,#6b423a,#633a31,
10429,https://drive.google.com/uc?export=view&id=1ERJ_CvwOapFXSnV03oHhtmL7qs9xVf4W,#ffffff;#b59c84;#bda584,,,Color: #ffffff;#b59c84;#bda584,#ffffff,#b59c84,#bda584,
10431,https://drive.google.com/uc?export=view&id=1rM449mBYeuBSmkREGgWWvk5l4hIEq1ft,#a5293a;#a52131;#9c2131,,,Color: #a5293a;#a52131;#9c2131,#a5293a,#a52131,#9c2131,
10432,https://drive.google.com/uc?export=view&id=1ncW4JxzbekXJQodz8BNvIbWVGvNRkQJW,#ffffff;#6b4a42;#634a42,,,Color: #ffffff;#6b4a42;#634a42,#ffffff,#6b4a42,#634a42,
10433,https://drive.google.com/uc?export=view&id=10cazz4dwpWWPVH28D8AoKluChEhuMLuC,#524a42;#4a423a;#52423a,,,Color: #524a42;#4a423a;#52423a,#524a42,#4a423a,#52423a,
10434,https://drive.google.com/uc?export=view&id=1T-M7QJFEyNP8yC3xiN_xIEIo5NRg7TRn,#735a52;#5a4a4a;#7b5a52,,,Color: #735a52;#5a4a4a;#7b5a52,#735a52,#5a4a4a,#7b5a52,
10436,https://drive.google.com/uc?export=view&id=1dnF46HTiRBCSHAYqwDF7cvN-XqurLsJg,#efefef;#e6e6e6;#ffffff,,,Color: #efefef;#e6e6e6;#ffffff,#efefef,#e6e6e6,#ffffff,
10437,https://drive.google.com/uc?export=view&id=1qoFoda0LHIfVSMfwB6sWtGWPZSY9T4_U,#736352;#524a42;#5a4a42,,,Color: #736352;#524a42;#5a4a42,#736352,#524a42,#5a4a42,
10438,https://drive.google.com/uc?export=view&id=150T_qkaN8EUahYRIO8Rf7lfHneBAnmBn,#947b6b;#8c736b;#846b63,,,Color: #947b6b;#8c736b;#846b63,#947b6b,#8c736b,#846b63,
10441,https://drive.google.com/uc?export=view&id=1pNldF98nm2yGAy2BSPTQpw-9QYVZQRMP,#8c3a31;#73635a;#7b635a,,,Color: #8c3a31;#73635a;#7b635a,#8c3a31,#73635a,#7b635a,
10442,https://drive.google.com/uc?export=view&id=1uLodhgEaWmDKbxl9pCRZZ0P14-pJN4qK,#8c1919;#942121;#735a4a,,,Color: #8c1919;#942121;#735a4a,#8c1919,#942121,#735a4a,
10451,https://drive.google.com/uc?export=view&id=1AWkyDlEJ3Ky__YyqEIhQPRTXKatnc3-_,#ffffff;#9c7b4a;#947342,,,Color: #ffffff;#9c7b4a;#947342,#ffffff,#9c7b4a,#947342,
10472,https://drive.google.com/uc?export=view&id=10JbchorkJgreGnhGy5KPkDFM8yRBOxHk,#ffffff;#ceb58c;#d6bd94,,,Color: #ffffff;#ceb58c;#d6bd94,#ffffff,#ceb58c,#d6bd94,
11601,https://drive.google.com/uc?export=view&id=17PC2AMcJlwmMXnX4pt2tqU-_CJWfQ9Os,#ffffff;#8c635a;#946b63,,,Color: #ffffff;#8c635a;#946b63,#ffffff,#8c635a,#946b63,
13017,https://drive.google.com/uc?export=view&id=1FINwGwAqsXirFMw12SLTel5XUH6V1VbV,#ffffff;#8c634a;#845a42,,,Color: #ffffff;#8c634a;#845a42,#ffffff,#8c634a,#845a42,
13101,https://drive.google.com/uc?export=view&id=1mxsnk1aJK2CgjKGSO9J_6I-wWfwnvt6P,#000000;#7b7b73;#6b5a52,,,Color: #000000;#7b7b73;#6b5a52,#000000,#7b7b73,#6b5a52,
13293,https://drive.google.com/uc?export=view&id=1Ru0RoE0RMEHvMnlltlnQVcWgUXHMUSO9,#000000;#6b4a3a;#735242,,,Color: #000000;#6b4a3a;#735242,#000000,#6b4a3a,#735242,
13296,https://drive.google.com/uc?export=view&id=1OHQxrvVycaV4WmiosFINntCzlutDvD69,#735a4a;#846b52;#7b6352,,,Color: #735a4a;#846b52;#7b6352,#735a4a,#846b52,#7b6352,
13297,https://drive.google.com/uc?export=view&id=1QZEb6JA8e-WDxEJeeeCCAU6oXiXiYFZl,#b59c84;#bda58c;#ad947b,,,Color: #b59c84;#bda58c;#ad947b,#b59c84,#bda58c,#ad947b,
13758,https://drive.google.com/uc?export=view&id=1TysaNiEVFRbWo4esSuvL5Zp2Zhvfl6WD,#ffffff;#736b6b;#737373,,,Color: #ffffff;#736b6b;#737373,#ffffff,#736b6b,#737373,
13759,https://drive.google.com/uc?export=view&id=1D8p0zUVJ2-avDZ7qzZ3dBuua6WZs_4sY,#ffffff;#f7f7f7;#efefef,,,Color: #ffffff;#f7f7f7;#efefef,#ffffff,#f7f7f7,#efefef,
14360,https://drive.google.com/uc?export=view&id=1RDXb6pXGEsIoD6mX-mZtyuIFY2mKP-wT,#732129;#634a3a;#6b5242,,,Color: #732129;#634a3a;#6b5242,#732129,#634a3a,#6b5242,
14440,https://drive.google.com/uc?export=view&id=1PM01AlaT8RAJ1h85WpS5N1_F1u3de8UH,#000000;#634a3a;#6b5242,,,Color: #000000;#634a3a;#6b5242,#000000,#634a3a,#6b5242,
14442,https://drive.google.com/uc?export=view&id=1qQu48dm0ohojjCwmDN9B2pV0UbC5oUV1,#ffffff;#846b52;#8c735a,,,Color: #ffffff;#846b52;#8c735a,#ffffff,#846b52,#8c735a,
14443,https://drive.google.com/uc?export=view&id=1mD4klz-sQJnOh2B50bj0phorGCvUJj7Q,#a58c73;#a5846b;#ad947b,,,Color: #a58c73;#a5846b;#ad947b,#a58c73,#a5846b,#ad947b,
14479,https://drive.google.com/uc?export=view&id=1HRqVhLDgVT33tTzSFywZ-KH56Zc80on9,#ffffff;#8c7363;#8c735a,,,Color: #ffffff;#8c7363;#8c735a,#ffffff,#8c7363,#8c735a,
14890,https://drive.google.com/uc?export=view&id=1tFOY4BaNjMmFJdGXD5_KrxbQUp-tWplM,#ffffff;#b5947b;#ad8c73,,,Color: #ffffff;#b5947b;#ad8c73,#ffffff,#b5947b,#ad8c73,
15077,https://drive.google.com/uc?export=view&id=1c5UbxLrW3hC_1UsQreRGYZM34qRl15MA,#ffffff;#6b5a52;#73635a,,,Color: #ffffff;#6b5a52;#73635a,#ffffff,#6b5a52,#73635a,
15081,https://drive.google.com/uc?export=view&id=1Seki_M8qXLZwVv5xO8vKLZM-A5l8PCaY,#ada59c;#a59c94;#94847b,,,Color: #ada59c;#a59c94;#94847b,#ada59c,#a59c94,#94847b,
15101,https://drive.google.com/uc?export=view&id=15H_1JtGY1I9Whwz04f7W9IN9gSBFpPWR,#ffffff;#846b5a;#8c7363,,,Color: #ffffff;#846b5a;#8c7363,#ffffff,#846b5a,#8c7363,
15114,https://drive.google.com/uc?export=view&id=1fy_5LvaZJ_-QdKFNDBxub1raM4sD5aus,#ffffff;#52423a;#6b5a52,,,Color: #ffffff;#52423a;#6b5a52,#ffffff,#52423a,#6b5a52,
15191,https://drive.google.com/uc?export=view&id=1BqmL2jJ7QKH1o2bZsT8Z20_TnQdtV3X8,#ffffff;#5a3131;#735a4a,,,Color: #ffffff;#5a3131;#735a4a,#ffffff,#5a3131,#735a4a,
15198,https://drive.google.com/uc?export=view&id=1KfSufRvpObKkwfpTTm6jwE2RTFQIuS_7,#ffffff;#735a52;#846b63,,,Color: #ffffff;#735a52;#846b63,#ffffff,#735a52,#846b63,
15237,https://drive.google.com/uc?export=view&id=1oINUF5gR8SNZJQNUhfYBjVDBrCR5SrD-,#735a4a;#6b5242;#846b52,,,Color: #735a4a;#6b5242;#846b52,#735a4a,#6b5242,#846b52,
15356,https://drive.google.com/uc?export=view&id=1RbOEyxdVxKhcPvMWvSLK_L-5LGW8g6BE,#ffffff;#9c8c84;#c5c5bd,,,Color: #ffffff;#9c8c84;#c5c5bd,#ffffff,#9c8c84,#c5c5bd,
16189,https://drive.google.com/uc?export=view&id=1XDILcDPC8gzz3MXnKS-vV03fYImfujzc,#8c6b52;#7b5a4a;#947b5a,,,Color: #8c6b52;#7b5a4a;#947b5a,#8c6b52,#7b5a4a,#947b5a,
16192,https://drive.google.com/uc?export=view&id=1Frl6HJCKtA0vM52xoJqypkBoElUfSJtn,#ffffff;#a58463;#9c7b5a,,,Color: #ffffff;#a58463;#9c7b5a,#ffffff,#a58463,#9c7b5a,
16194,https://drive.google.com/uc?export=view&id=1DmkPUDiv0a-2aoOrhkTnT2V__EHr8CIg,#947b63;#8c735a;#847352,,,Color: #947b63;#8c735a;#847352,#947b63,#8c735a,#847352,
16390,https://drive.google.com/uc?export=view&id=1q_ta8OKx9f5DAWJQ9a45X8mjgL3ZSC4E,#ffffff;#736363;#6b6363,,,Color: #ffffff;#736363;#6b6363,#ffffff,#736363,#6b6363,
16450,https://drive.google.com/uc?export=view&id=1P2-snbEnNoboHOptUc8Ey-75CKmYGIwX,#ffffff;#7b5a4a;#84634a,,,Color: #ffffff;#7b5a4a;#84634a,#ffffff,#7b5a4a,#84634a,
16476,https://drive.google.com/uc?export=view&id=1iVQ9ve8UrXPp0_8AvfQnYuxMGcDy3ryF,#5a4a42;#3a3a3a;#5a423a,,,Color: #5a4a42;#3a3a3a;#5a423a,#5a4a42,#3a3a3a,#5a423a,
16523,https://drive.google.com/uc?export=view&id=1xH4Vnkyn9ovdij80rpntheX6uKhrUGK8,#ffffff;#944a52;#94424a,,,Color: #ffffff;#944a52;#94424a,#ffffff,#944a52,#94424a,
16532,https://drive.google.com/uc?export=view&id=1NwoiGOOrF047KySdEPd6h0dSMFSB41hX,#312121;#3a2929;#3a2921,,,Color: #312121;#3a2929;#3a2921,#312121,#3a2929,#3a2921,
16533,https://drive.google.com/uc?export=view&id=1Ixu_7RzE7wPu7esRbOs8vx4lFw3ttV2L,#634a31;#6b523a;#5a4231,,,Color: #634a31;#6b523a;#5a4231,#634a31,#6b523a,#5a4231,
16547,https://drive.google.com/uc?export=view&id=1E-fxtnsAZigAMjGA04dlQQSyBrthno_X,#ffffff;#9c8c73;#94846b,,,Color: #ffffff;#9c8c73;#94846b,#ffffff,#9c8c73,#94846b,
16548,https://drive.google.com/uc?export=view&id=1R0aGnOSoiefKKW-CG0HFtu76OO-Q81Bp,#ffffff;#73635a;#7b6b63,,,Color: #ffffff;#73635a;#7b6b63,#ffffff,#73635a,#7b6b63,
16549,https://drive.google.com/uc?export=view&id=1MWtsKNqaa4SX1z75N3C4-xOrIV75MFAh,#ffffff;#7b6363;#b5736b,,,Color: #ffffff;#7b6363;#b5736b,#ffffff,#7b6363,#b5736b,
